msno,city,bd,gender,registered_via,registration_init_time,expiration_date,user_id_encoded
qTAyK51EOEfNnYGWWO1QYpEI+b5Hgcx/7sj1a73ki0A=,22,0.14,0,7,20160111,20170911,4249
zmyXj2YOKWLAeBxZApPKKGhVbvlTC5iNw0NuOftM2AY=,12,0.2,0,9,20141014,20180519,4986
PA+hrjwNKI52ok+fX24g6DLJUCgcxO+4INqVvb067o4=,9,0.2,0,9,20161103,20171207,2077
gxxBbzV3eE2XGjUrFVB2FzAve55Oe1s86HD+OEh36Gw=,5,0.8,1,3,20161217,20170920,3489
gLZvY3+vgB0JA+kVcLQze1Lod82Fsv63vmgPT7ZZ33o=,5,0.5,1,9,20051219,20171013,3441
qn0aqqC8dcshYsmcFmFYJtebwjMp6kLr8yanC5QC79o=,12,0.42,0,9,20110126,20170930,4266
WzQ1Ga4vmKGCh/wh8GW0KSHUEqne8EK/McSbaRjwOeA=,13,0.76,1,9,20111007,20180620,2699
qvkNniCsWGj8MFh4Qe7DYbr4W+Mg6KGxF4UgSpMcUco=,1,0.26,0,9,20130716,20170523,4278
ZIThPCdbFdxx0T+qKaAnQprzkTcoMTJL66Of3nlFGLA=,1,0.26,0,9,20161105,20171112,2911
FCxFgvq/lyJuKYet5zNup2bhrLBcGydJHXNvEwHQwyw=,1,0.26,0,7,20161117,20170916,1299
6rUAw/R+/mrE74QkQMSPXZt8n4HSAj8hldrkwDuuUVg=,13,0.4,0,3,20111223,20171002,669
FuB7SMD9i6CXnBgzPUDsB0bXbAvKfTfKO8qab/N56k4=,13,0.42,0,9,20060313,20170930,1354
s9Iu7y4414v0FxuDyjHpCYmwigNXNKt7EoZJNCQyR8g=,13,0.26,0,9,20150129,20170917,4392
Va+6vsGIuy3O1ripzZt2UJdvZB6Ms8gaoIACsf0OY9k=,1,0.26,0,7,20150802,20171002,2583
4sMyTnR4F0t2vr59ZPZWDZGEvdMMxAK71tpJaR9B5Kw=,4,0.26,0,9,20150729,20171002,514
1zZ64TPZtxKtvThrf8f5qWM2MyvxfEiO3mg+anzM1EY=,6,0.26,0,4,20160811,20180416,291
x+k/zTEqdgYq6O+r1iDjKRaQnaCS5118gzBe8c12r1Y=,1,0.26,0,9,20160913,20170908,4757
ff/AFmB775zW/Q3VR+o4d1snPYLlHAQSpEZ7nBjL2S0=,1,0.26,0,7,20140130,20170923,3386
zRunn9KBc0bXEkd7vQKIapskqhhKz9jK2VOIOScBPXI=,9,0.26,0,4,20161230,20171101,4952
LdanoVaG1ot8usgwvV8H9cw2x5J+raSHtksKsQ6g+f0=,14,0.26,0,9,20160215,20170926,1808
NayhTmjMAs9J8anDrJLBquQxMBdHDjPqw6kTDcY659E=,13,0.26,0,9,20110614,20171102,1950
QPft7y8GEHStSoeMDtNBJJNnp5o6iTF+hbOXko002x8=,13,0.28,0,9,20090505,20170930,2158
b148NgpV47byVvQ0RIHd5FdmZ8KAwJc4Q6QjOv+qjVU=,12,0.28,0,9,20160323,20171015,3038
Mn98O4X/zceMt9nswcoq08F16ciCqhuN7lQ951MAL2o=,15,0.18,0,4,20151222,20171118,1883
fSsdGF+zfBmW6kw6tr/TG98B+UlbT7ri/6JsaGhECl8=,15,0.26,0,7,20140421,20170914,3371
MHCoL0WczHcSQ8H3RjzIdpqiAnDK+bMbBoXLHrNuoB8=,5,0.48,0,9,20060427,20170930,1848
mFNtO/xXUgSryE/+eQ00XTUnvFIuBllAkl945TeLaI8=,22,0.12,0,9,20140514,20170910,3905
60nmK2JKGYx6qiB9YBFbK73HWHcu+Z6pTuTW9rcEHEk=,15,0.26,0,3,20130220,20170419,602
ojmwWEjKMguBBDnGMr/njJXPZM+rEgx+A1Of9WWwN+A=,22,0.52,1,7,20101206,20170930,4093
tNbn6N0sVCcgSeEX6NhgXR86tkAhKnILsbxL0t07ZqU=,13,0.26,0,9,20071113,20171217,4499
k67XdgAKU9KIunpuX2F4c/fpZ0Vmc6pnmJEadnlssYk=,5,0.2,0,3,20141112,20170917,3722
o1eeo3ak/6hNgpg3KLjAtHKUvhPQ3anUv96HVR17/Fc=,1,0.26,0,7,20131214,20170916,4049
7Zsc6DTU8aHpIsk3rk0VgVSSdCUYWu80IhGsyrENI+0=,13,0.22,0,9,20070222,20170930,715
pf3X0Cb5B2qZQTM+wD/GAcI+BzW++4A0WxqOPSQRzm8=,1,0.26,0,7,20150819,20170919,4189
HfVrxfpxOJuQ4FofEFxdlwm9yvaoy8y0JOH3GaQ/RTs=,13,0.18,0,9,20081002,20180303,1483
TnHNv97BpM8ASwgqb5sl7rFGpn+XPt7R8+6tjCDVmag=,4,0.2,0,9,20121123,20170914,2427
ZD3dSZ+zOMzPjh9m2OPRsKzdSk8xGaSMErJOwNxmmb0=,13,0.26,0,3,20140316,20171121,2905
SBvF5I24a5t1tLIUmtbiTBvh8TcTA6j4Ao/+2UrzsJQ=,13,0.2,0,9,20091024,20171127,2304
fVZedYe9G51wW8jy3Ws7FuF5IKx7zxQYWvPAfCdIRJE=,5,0.22,0,7,20110726,20171017,3374
ddh9HtYFgSQCYOUkNN6bMyjp/FYCkg81Xttg+YDj3yM=,7,0.26,0,7,20121223,20170922,3228
qCtiD7pstFxLEx7hoTQfb/7j7O5M9fzkCB8SR9OHt8Q=,11,0.3,0,9,20080407,20171001,4236
z0djlhaFDVWJDs9qe/rZjmT2+UitQJ+m3pnAGNGvt0A=,5,0.62,1,7,20100528,20170924,4918
nVOcYKBWLRYE8Rr+3MGRP9bQ6vP0y2pvr3J3vT2PFbY=,6,0.1,0,7,20160321,20170930,4007
pPqVRl4gGSZZvgfK6b8lpctfFyUqza1vj5s/BfICfpQ=,4,0.64,1,9,20111113,20170926,4165
T5x/m7Da0HHXz3ToMYJzvwDY/m69RsPdJ9p20g4/A+U=,1,0.26,0,7,20100829,20170917,2361
3tST34rvR20x92U/i+oWidB8JCrkwqLVXuFkWfQHFgo=,5,0.04,0,9,20130210,20171004,456
yiGYGWyGrCYHlMOtPv65urw9RfdH43PNGzu8TRaO+m8=,1,0.26,0,7,20140327,20171004,4882
omj9hjUFiWmCCpiTn0BWFFSofE+ZdkZkx4jlgWgo1Wo=,1,0.26,0,7,20150903,20171003,4097
SS9UhOBNBDGC5j8CRIpZ641G9boZV/P1pnFf4no1MVY=,15,0.1,0,3,20130825,20170904,2318
t5/EGA6NOfnMh5MQ9/luFY8GqOIs2tZQ5vvyclYLCNA=,6,0.54,1,7,20131128,20171006,4472
bHjsQKUV9DXCai0GCjI2KI6+OiguYHwyQLB2dbt/+50=,17,0.26,0,9,20150306,20170107,3058
B1QsmOETIECWV8zo49nHfWe+N+655fVc5jxM0okb3ww=,13,0.72,1,9,20070623,20170930,978
nIwZEH74LeEyXc0hTaGFbr6YC/Gg9DZ3Ew4hWBNc21I=,1,0.26,0,7,20110105,20170917,3991
XHT4rR9KOnjjv1qqrOOb42/S1dJEsfyt6Owvd1poMNI=,1,0.26,0,7,20151211,20170911,2728
SUTfwNrsmd/0OfpLdNdnMAiU43yc/sjUuXBxPz5Bc/E=,22,0.08,0,9,20091111,20170602,2320
tII6GloIo8g9Qc0IfdVXV0BpvriON/FGh2Fhe52L8YM=,14,0.22,0,9,20141212,20180414,4487
ibcsJZhC7bdsh6P31kfDV6kyGHBi6JmWDLx3snR6bok=,5,0.2,0,9,20110313,20170906,3617
1tkkzwEOkbta7Uzt4SXdDSHIG8B1YVAzavHgude0fkU=,22,0.38,0,3,20120910,20170811,285
tCmA1Q/xBWh5prA0nTTuG5o5Ob0uRa9BFS25x46Pmiw=,4,0.26,0,3,20130926,20170907,4480
C/142/UqTiBfq7vndI7Go1a4YB2XFDEs7EXyXT63mHk=,4,0.12,0,7,20140125,20170925,1058
bbfIhmUDTvUpESrF1R/kBzF/jPYgWmVHrwP7QFz3VYE=,15,0.2,0,9,20100515,20171004,3075
BmvF3qAMD2LVtC+wm8fHDtoFzh2ovvaXOqLV7iKDyIo=,1,0.26,0,7,20161127,20170930,1038
oquFXXSEizE9XcIhgOUNZCiT8jCVd0wphBwqiSvvskE=,4,0.4,0,3,20120107,20171013,4103
+fzJ5Uou/rxl1pXlebOEBHFKC4LBwDfgnc2R7287CVs=,1,0.06,0,3,20150321,20171005,45
3G3YP2823UBqLkDdp4NPRooubciE19bItr4LHFZlwfk=,1,0.26,0,7,20160222,20170922,401
fohD34JB+iOnzqmlWqDrP8hDEmDWDEZKceyHGcZEaAY=,1,0.26,0,7,20150721,20170920,3401
a3fU2IJ0gJBXY05vBHrtBv4YTr8R+wIPrV0QYmeKCUM=,15,0.04,0,4,20161127,20171004,2960
zIVDNYrxuU1XALBSVZtZgwSWFK3ds3Ac9Egoy2h4304=,15,0.36,0,3,20150508,20170916,4946
pRPprzf8RI7Up70U3icUXc8vkwyFxZnsL3BhJh8LuX4=,22,0.2,0,9,20080117,20170917,4173
Cy2HcdKMHgA4+08AfLBbw2acIDHlcnXP4SXvJqVkyHg=,13,0.22,0,9,20100925,20180905,1133
DDBF9KZnnMegUzo2W0E7/UIDpec6FQ3du/tzFxACyjs=,12,0.18,0,9,20130303,20170930,1150
O2EH58aKO83yNrOhtFEeZAqjq12a/psFRaqwCjfS3cc=,6,0.24,0,9,20100501,20170925,1984
xcxc5tgd6E1zusSyc9v5NkCofXuWyjZd8yl6h0zvQXI=,11,0.24,0,9,20110322,20170716,4810
OnnpW30NXJ3gS8kot6URjbdVJadwHcrBNpgzj4LMzsU=,4,0.16,0,3,20120716,20180202,2043
3GVGdzML5qaZqpwoSElJrTJKPZC1e1wi00zeeRO8Ha0=,5,0.26,0,9,20150926,20171106,402
bCEVIRyfotwjhNJS3vMtV/kv9TBfGkH+7We0/rSHcFo=,5,0.6,1,9,20110919,20180118,3053
W/GqJ6FXRpLVtIoLGjbXvRJIOTOWHXWnjtltRgh0+w0=,5,0.28,0,3,20120527,20170503,2612
IM/OMgAaC2G2f/Fg6L9OH2ftvvCH00QwQtovsEf91PE=,6,0.18,0,9,20160119,20171012,1543
KXS4mDTuweetiTTxgkbg8uohB20KUXvkXz6g4l3r40c=,13,0.26,0,9,20050710,20170809,1726
BgWbzaxryLGgIz7LF4Lg2Yr7RdxAkx8U0orM3R9nI+c=,10,0.26,0,4,20160117,20170927,1031
7KM518N8i8lbyZFC7TrM0mXsUS2dlgOgA3KbwyKq6Uc=,14,0.16,0,9,20110206,20170420,700
r8fumJPSQ9IY8xHjmSfgds4wvBDcm4vqAhyCS92M0Js=,1,0.26,0,7,20111224,20171001,4300
JBLekUN33mbGoqtLzofKidxz02cxRfUQpBZq5SGQbgI=,21,0.36,0,9,20110427,20171014,1610
P2J8jjQASO4fOCRS6+RcVIbwBjWf5TQHGT5U/80eOGs=,1,0.26,0,7,20151012,20170912,2066
R7AyK9ZUi5d21sCDumgghXW+TNacd/qN0dNMa0C22pA=,22,0.32,0,3,20150902,20170915,2209
PQumWSfRzhEJDoY6OcxE1EueDbS8b8LfDFiDoQJ/eMA=,6,0.36,0,3,20150918,20170917,2093
yPqALt8jn3uvpGCnfIf2P9DrHsNLFAt7XQBFl68wOZ0=,1,0.26,0,7,20140218,20170919,4855
RGFbCuWoN6DAQOPNtQ0JMoX9cbjtnMxea9hvK1n182k=,1,0.26,0,7,20111204,20171002,2217
kViYCWBjZjiZZ6lMhdhGq/z6p45DyzomRvERLOLMxOQ=,4,0.38,0,9,20080503,20170917,3751
D5YLFpDNqW9m+cPVqnl8iAweRO+dwtfDbSOD6Qrrv/0=,6,0.26,0,9,20080605,20170925,1142
0dhVXeJDrw1k7lL4IywNwEaAqYJokiiwRw4yViE2cEM=,6,0.9,1,9,20100812,20180722,200
Tb+3PUZuvRJXVsJGfsO/Wu6DW6rA8PyIbm9n8ntCus0=,4,0.62,1,9,20110928,20170927,2406
DDe5WKI4TEJzU2twFgR9UD8CGQGJZmpx117bqfHVHc8=,1,0.26,0,7,20160214,20170913,1151
9bZ/Ivm5Rq7kbJhPLJ2F8rcrm+QLh8TJyaL5ZjkjryA=,4,0.26,0,9,20120607,20180102,869
Duj4GccHrHoHCIAhAKsqNhGcHF1q2DvrbdVdv99BPAs=,12,0.26,0,3,20130323,20170517,1199
m4jDM7IGa0tAsW3ctlSPf/uPQjU2cQRqfrcZabTh6Ic=,22,0.28,0,9,20090926,20170930,3885
xSj+pcj80m0qYAbg0wdmlXMaVr4oSc01CEuTLnb4MYs=,1,0.26,0,4,20161023,20171003,4799
Fk6LVAzVoCi5coJ+6tgmWVKaKzbDJYSIUNh7E2DmZPw=,4,0.04,0,4,20160627,20170214,1338
RfmILrlgsNgLhv34mKlE623FtSP4U4o4tz6jOqBvggc=,13,0.4,0,9,20120830,20180103,2250
T6om9se5qnk723voZrQdiHPyre8J2KVbDMNBB1rERQk=,22,0.58,1,7,20130826,20170915,2365
4XvctU+yp0KPgqay8ZPBs6XXU7gm+nJ3RaWa1Zj5qdQ=,22,0.34,0,3,20130205,20170923,498
OVRf21JNQthtWpYjHuKrYPKiOL0HO75WBWll04zgunw=,15,0.16,0,3,20140622,20170901,2021
6OC9VJw9FGT/UaJn9PqR4iLB/YNDT2GvRJ01GF42B7Y=,15,0.22,0,9,20121103,20170711,632
Fvm7zljxK4uJAHoWojyEr0xCuhxOSNe4uCpbStoDTjw=,8,0.1,0,7,20140331,20170930,1357
yWY70o2NeHKc2FpZhczfJotP2wsVua6EGCS+512MHCs=,14,0.44,0,7,20101217,20170930,4861
nOTvn77GC8GztlFqHMkhK5zn7buN/rN98DSDTFikPtg=,13,0.08,0,9,20110819,20170710,3996
6Gm6rN+8WmMZDdXgjE5HNrjZjX1fcPT2D0PNn9gTdek=,10,0.36,0,9,20110323,20171025,621
tEe8UsBn0LMTvf/ndSHR9s256WI5BLCEKevOoG4pU7E=,8,0.18,0,4,20160917,20170926,4482
kMMQ9YBaESH70D72QVqyDrHIEAlQ0C4LeGEsmug/NzM=,1,0.26,0,9,20150316,20170914,3742
sq1rBUYMnAEt+MFaKzxcfP5o9BKR2fxZ6zaklcBioag=,1,0.26,0,7,20160423,20170927,4454
4uA2l+1OJSS/KEV6nOeI2C0GdTQvVbTza5amApsXR1w=,1,0.26,0,7,20160825,20170930,518
L37GnV2NjCZRiUJFnsWu7+vRrzs8SYmTs5FpkiDqaWM=,1,0.26,0,7,20101028,20170923,1765
WSgE+F3fixDeIUYkDZIRYibCjzBi7Vz6qARid4Z6+0Q=,4,0.04,0,7,20141102,20170916,2657
Jp+DbYLwkRZbhmNwaAnXWrljVvkaeP4/quROZx0VkEA=,13,0.24,0,9,20110904,20170517,1664
U9+0n3cGnkPQQKFnvOwZzvfuEZmZqjMsWUZRQjUtrYM=,13,0.2,0,9,20110314,20170825,2454
aFKLvvAIDYmrCWTpTflGfNvoqsrkeklx5r9W8UVF2Lg=,22,0.7,1,9,20100201,20170908,2980
6WAZAcPt99XLWUS/iwkJ4NZ3+No3z/pZPK+XQ2Jv+wk=,13,0.14,0,3,20140921,20171203,644
IY77gx4vqofYImTT7heviblox8Xzq7Ng5jlvov0jphM=,12,0.16,0,9,20130907,20170922,1562
SK6Z0OK1LCuTaEhFc4E24h7Hohl6RM0EpZcnWXNsrs4=,13,0.72,1,3,20130530,20171001,2312
a0r5mFqAr7ZhVu1byPjfwPGPSMhl/c7xQp4ua9uDGC0=,12,0.64,1,3,20150524,20170925,2953
UdQMo9Se8UJHuUC9FZz3XPeLPFckGYryAIzx8pa2q84=,22,0.46,0,9,20110601,20170926,2493
IYUhHc1I7I7/rg3z4EQMEkKY3uOTFNZJAZg6PUiORwQ=,22,0.08,0,9,20160222,20170909,1564
dKYxuZM9SOwX3C/CvzFmtO8adCPnB2BcAwMd48tqdcc=,1,0.26,0,7,20121217,20170916,3209
amlZVoLlOaKxBCKTyNLJP5OwKKNFxzq6Bfe9TNlMOLY=,13,0.2,0,9,20080412,20171009,3026
PGCoFUIFSJ+x0lOy1iZqHKuKabFcfjqbn+FeX9WcpWw=,22,0.36,0,9,20110119,20170910,2084
m1uNTJWSyEEZvnOpIEyGBNtqMrNK3Z93sV9k6NiR3cA=,5,0.26,0,3,20130105,20180126,3881
nUIIEsC5su/YjzyBkdtvub13rswon2m3EqJrJ934eVc=,1,0.26,0,7,20140225,20170920,4006
zo0rQv1ST+5Vg9tvVtF9tJRP/iK8UALVgSRLAAHTTOg=,15,0.28,0,9,20070505,20171109,4989
2Wbe+siOptwMSYmO+aMM7xVr17qM0gVLJFvkIH4WRdU=,4,0.06,0,9,20070427,20171005,337
hlCaDDkdlZuk02ZfNoIvGJj1Cr3NLW/oNq3AfvAulu0=,1,0.26,0,7,20111011,20171011,3551
fzYNN+uLzNABM5Oyd6ojedRzrhBPV2HJskIiwJMuqn8=,13,0.26,0,3,20121219,20180102,3413
uMwL88ETNMbtWYaN91G+vGf/kv9pyWSyDWMCxte1lEo=,4,0.1,0,13,20160826,20170925,4580
00qmlWC3H/cjf2Ig1li5xIO0VNDRgBX0f9ilouDBEZs=,14,0.12,0,3,20131016,20170911,147
tJxSY0DGjYydRYdVBHOVpY6WsV8sRURpwtPuXIDqTwk=,14,0.16,0,9,20110826,20171014,4491
2woyI14N7gys31+vHtQBMarOGSlAzs4Pr920FtOxCnE=,6,0.28,0,4,20160229,20170915,372
mNhn42z1wJ2eBeOjvvHuIaCyu3xYa8ORjke+B8KqLkI=,4,0.34,0,9,20070715,20171004,3917
y7oebxf2m5xEB2RvR04TZT4gJMIOMWFKVqAYiJe3sOo=,1,0.26,0,7,20100920,20170909,4840
FjyjYjLzqg+z+G1C/yRorhesVaZoXO38XfjFCFg+7Tc=,13,0.26,0,9,20150330,20171006,1337
OOgy/uFPcOV3GGZhFdgf4KKAjZCzgr9zJQmZKCrjVkY=,14,0.1,0,4,20151217,20171014,2010
dDIheP4kNGjlOIYu77kYwiScEDAKwoUxKDC5dAl9fWA=,13,0.4,0,3,20150101,20180712,3203
ee3/7oSsLbSmLRhA7Q22II7JFaSpHXulHmnVACDaG00=,14,0.18,0,9,20080610,20170930,3310
9qeEEZSoa15oV/6UNZpDB2jv/fUqmwCp6G2WTK22Zfg=,5,0.12,0,3,20150207,20171220,884
i4g6DQpmkTuRCS6/osUsQ8GSBJM8261is4Q04NDGRPk=,22,0.04,0,4,20151007,20171002,3585
VE8ZRudqIj9zHOSXxGg3cLOBkbykv78DwWN6IXRusWo=,1,0.26,0,7,20160829,20170918,2552
686XBj7hT1iqK1DvzMuvDfZa4jnZehovgHusEXKfnh0=,13,0.34,0,9,20051009,20170930,612
N+u42jCtB9/Yzp6mdKuqnNS9CgOvNUSxQOazBaKolIo=,15,0.14,0,3,20141110,20171007,1899
+lB+ouuw4P+aq7P1GxnuMvF/vo1Kb2TsH15sP/AD4ow=,1,0.26,0,7,20140114,20170918,51
gUnNFS8zpDUPNzKLsXtCiCXPocMGAAibnDXGDoFbtm8=,1,0.26,0,7,20160315,20170914,3453
Al8nAZBA+4w+QTx9w2f4yGDM7dboKuiiKlVF7sPdTLM=,10,0.26,0,9,20040330,20170930,957
voik07hdoR4Q/Qt8FJ9OYxtsSxBYjR5Sh47onC1XUfQ=,1,0.26,0,7,20151118,20170917,4671
aAUHaifRnYf23nWVmm+hRwStsO3lcuOYVbNTtcFAZMA=,18,0.14,0,9,20141124,20170712,2974
67IF5XF9grfrJJxGgUf30+5/fFNDPwCccAjita71nC0=,15,0.28,0,9,20060107,20171020,607
B4DGuJaoXw6rotFQnPDg6pnnuALUyhKED5aNOOgQQdM=,1,0.26,0,7,20160609,20170908,981
xOIeLAXj13tJR5fhnRS0QNTo8ixVx6Wq6rNiARzvzRg=,13,0.76,1,9,20121209,20170709,4790
+ZCq61DmbeFLO8OqQ2o1px/AuRYfFmXfEJhr2ocNmSo=,18,0.38,0,9,20110222,20170930,39
FKkGR+l0b/re6jVuAc3hqjXJEHUWX6rAvYd9FFo9sJA=,18,0.4,0,9,20051102,20170920,1311
3BlIkzsHIlhSIYMgU2KH3RlPHPraQm1UmZO0Wgtv4dQ=,1,0.26,0,7,20111230,20170919,399
tnBf+t14y3vlNshUe1XQbIWYtTBMBYmVXIMWdNVRv/o=,5,0.2,0,3,20150704,20170917,4534
jKOxI4G7bToS7rAU9TyGNAC+Z8ytOG/X7RX3vLDdBIg=,1,0.26,0,7,20160217,20170917,3667
xWuasimeIJcWTDesutGahKbPlAbn+yvuGLAnIDmjGcY=,6,0.08,0,9,20111221,20170715,4803
iIEmu7n0Gd+YnVc/WoODtyeEbtONGtSREHjxyKWamns=,22,0.1,0,9,20110606,20171003,3596
hkruq7C5X+abj24+7bqk7j5K3VZ/juHafOsLT3fsgqU=,5,0.14,0,3,20141210,20171013,3548
FuyY7XZvifsM1myYXx9tw+azdIjmI3TnbbThBqgntqQ=,9,0.22,0,9,20141231,20180525,1356
KR2u3XwkqT9PSqkzZDGfSt5L+B2fdrNxRl/zyx67dKY=,12,0.18,0,9,20060809,20171002,1719
b6fSh7TDSX/21r5Q1iicZVxOjz9qOVCIGlKLJ/Dz/kA=,5,0.3,0,7,20101230,20171002,3048
+2dukLzY+E4IVHMJPFcjBu21pcSArwiZyWG2w5rGUoI=,22,0.14,0,9,20070607,20170916,4
dES/C73aTwk1W+rpa4ICIbOq06JVpuxgre81ayKVYbk=,4,0.34,0,4,20160903,20171004,3205
l99BjvyKl5mVGdt2aHI/Ex74Dsa37FmawXez/tkOwfE=,11,0.26,0,9,20141116,20170922,3805
/LyPK8eA/GAmcSKh6tJalFNmgsqsoM9Av2tLy3v6kZs=,1,0.26,0,3,20131129,20170909,92
Ro7rid/GiUn7sYwDUUqa15q6GGhaaE3AzQ8d8lScIxo=,1,0.26,0,7,20120117,20171002,2262
XGXrrDx86zubP7Ejww+cmYMX662gqoEKPaQnw7mNfv4=,13,0.04,0,3,20120610,20171005,2725
l9A92WWbed+muqy2tfwZmLahYJHyOq+slBJLHe9S3Ug=,6,0.34,0,9,20080804,20171003,3806
q6lInfAQr1nUoQe73G1FjHeXF6M8AjN7PMZWUiM30A4=,13,0.3,0,3,20140530,20180127,4227
V8MuXY7bIyN6XLu5dB1eVhMNfT69P4LxsDxXPR+yU+M=,13,0.52,1,9,20060730,20171204,2543
JCKp5D8PhVHZ5qLbWmc10Q7nGAz9T5EWZBGutMFcyX0=,13,0.22,0,9,20070323,20170914,1614
MSGebTOUtH2n4OKC2wDpO/VRPw20Aq3jy93ZrgeFhpI=,13,0.26,0,9,20080425,20170917,1858
P3tJU/DjIEbh0ucnC1KT8wojenDDSwx+blB8pFp/KeE=,18,0.12,0,9,20091206,20180617,2069
HDLGPHJq+BFb1mhDdZwhFqz669l6rKAj77NZyruX4GY=,13,0.26,0,4,20151012,20170913,1453
x12pyUG5F/AB29yKTt5X8KJh9HtQCfMkAPcIe/jErWk=,13,0.26,0,4,20160803,20170917,4761
uvXcesRi+jJkzyx6izS4rbRYwrq39JDpWiFLDCWwilE=,1,0.26,0,7,20141223,20170924,4613
vSstkkQzt3KMmyvh0MGHpXpgzHO6kobAYipy6ik6HB8=,1,0.26,0,9,20141223,20170909,4651
rHDvHaoZS36bNAQvRkjhmkXza9JiGK61ftFxWH8FMk4=,22,0.4,0,9,20060825,20180113,4316
j2Sx5B7BrjqCiT3ZwWK4AvepwM14QEalhTPi2/sgdG4=,13,0.42,0,9,20080524,20171027,3650
t40qLt4eh79y7jy77XAdUA5Yso6F1CZdT4qoFoGQAM0=,5,0.56,1,9,20061024,20171011,4469
PAVQsWKA0Cz4FbEVh4TDtyQLUWev5nonb5lfxBRy03Q=,13,0.6,1,9,20100315,20170917,2078
Wwylfx5b5+WZiwmjFqmXHqGxiRq8601I4pYnEhRRnOw=,4,0.2,0,9,20140517,20170919,2694
ForDd46tCwQ+io69ZWEEU7KRvneJwsokrSTJT3TbWTc=,13,0.3,0,3,20121106,20170914,1344
EozJegFxTFIWDb9aJ7O8kSUHAgx4ZIvqf7IuN5Zck50=,13,0.42,0,3,20150319,20171231,1271
4NjtnnVjQkSBt5SDtspRR7He0XvRlq7+yzKCoPG+NsU=,15,0.44,0,3,20160607,20171003,488
+6EGindx7gTLOQBjRL/p8syqkXqjsa3tm+s56vm9vyw=,14,0.06,0,3,20150123,20180303,10
VZv5EDtgiq1slFoeooWve5zrR+R7GaXrrcdQIUKV1FI=,5,0.5,1,7,20160311,20170910,2582
BHOLRxgzEFsE1KtpOUh8y2HP7kzCTeCZx6KiGEl2i1s=,1,0.26,0,7,20160312,20170917,1003
JVV8WDrbX0LA2Uk4gTEjy8qGH+TfGkOh0K2dzdb7p6Y=,1,0.26,0,7,20151022,20170922,1635
PCb6/VjERrZ8u+yM5o/cfZ5QzgNEWCmSYYV3pbGbrP0=,13,0.24,0,3,20120712,20170923,2080
Cu5boda+y1Bx+e7yvix7cCqe5gyweSVhQ6Dp6VGvnTM=,13,0.2,0,9,20130514,20180210,1129
VhV3J7RsA1L8PLFdj6DXLeszjyi0SGsDHxF9h6mqP/E=,8,0.38,0,9,20040330,20180206,2592
wChQPPyS6XIbc0dh5YkmhEVmVUsILIb3OsrlaAV+A2A=,6,0.22,0,7,20110819,20171004,4707
/zeGVN0jXVoNo1Zp3P/T+IZISOcMncYqxq+/p9Ba/7I=,8,0.2,0,7,20161002,20180128,141
HO3XMxOCZvK6HfYuRxaN6rkIuu1gTjs5MahTV0B0PWk=,1,0.26,0,7,20160411,20170711,1464
/7VaB/Jyj51d73Ncky26YRtHeVcFsi1JMqTakE6H4DY=,13,0.22,0,9,20100923,20180429,77
zWy45aXFIdWBnlnOaFwrvjRHFfNGrqnX+sI8grsXUuI=,22,0.02,0,9,20150412,20180901,4961
JJc5SepeRl+lPC6WOj78e3s+Mc3sP9d4sHj5XNSsBZM=,1,0.26,0,7,20160127,20170930,1623
Vs5IkA6od2zYbSEtJxjzYIJsED2ubkOhT7kB3yX31DQ=,21,0.26,0,7,20131202,20180702,2601
6vl38n462Pgc/rVMUwoDPyMvffDokO4cxb8S9/IEaaE=,13,0.32,0,9,20150822,20170816,674
tgZ23S9kfDbKRvRHCNOWozw1BAlDi7EIgvDVx91ZZb8=,22,0.64,1,9,20160603,20170910,4519
dBZo9SDhLzaE1ly9QzCdtPujw62947jp4aUODP8q1QQ=,5,0.24,0,9,20141123,20170423,3201
ftv7JJdJe7kOySrGbmox8DREim++29PiIHvLegkfqCE=,3,0.06,0,4,20161120,20170610,3408
pEskWR4rld/U9f2OMy7Ayt+LIK4fPmBukOhhRMvzN5w=,22,0.12,0,3,20150719,20170910,4145
2JIL6DhIftc4ppasqLBX3vyGO33lAlTZmJ9CsqytDlc=,1,0.26,0,7,20150502,20170917,323
9w7PPgGoV//eV4YgZesT3JbxB4y0fs728FY77+9Wjn0=,3,0.72,1,9,20060226,20170130,895
OAzt4lx4IVMySPZNC+vjaEQWi1/hu00AuwMYVaY1KE4=,1,0.26,0,3,20130620,20170320,1995
f4sgKtBKeEl0mjepr0kGKnmNziAPsEhsg0cVWti46OA=,22,0.34,0,9,20070527,20170927,3343
WsiFssAkceR4gmU4d5S5vPYrqykkyNdl+j9zt8TLD2A=,13,0.62,1,7,20110224,20170924,2684
v4FpeH7Ct+3/dq2QF3a1xWFclDCCXyfk6NtLK53rQr4=,4,0.26,0,9,20150803,20180811,4628
GrzA1c+gyGWIE4nnKqLUqzCIA4DT47q37iNQOfcn1qs=,14,0.6,1,9,20080305,20170930,1419
P8Mj2KJqGEPClPHH+nrhIU4J/ZfjnnI5om0Hw2yZVVQ=,18,0.26,0,7,20110811,20171001,2073
P4mz1VC1zbgzuZKvxeBOwF6wEzYA7etF02DP9SyecqA=,5,0.54,1,7,20110905,20171221,2070
wnO3s87P1fvg36rm01xjYUY85TaIIMHyzJEiJyrGqhA=,1,0.26,0,7,20110317,20170915,4735
