song_id,artist_name,composer,song_length,language,genre_ids,song_id_encoded
smuSZgYWjgjcXiJXfAqqPWMwKZ/TL4S/fLS1wGnFwBU=,謝金燕 (Jeannie Hsieh),Unknown,268561,10.0,465,17435
zzEidlJMTSSbJcfTFHb0u9mv6oSogCWU6DAIuhqFEuQ=,霹靂布袋戲劇集原聲帶,黃建秦,213159,10.0,2157,19584
oRmboTYslWl5xXe912f4kRC4E8FiwtGf8FI/oRy2Dy8=,The Black Eyed Peas,Giorgio Tuinfort| William Adams| Justin Timberlake| Jaime Gomez| Allan Pineda| Jayceon Taylor| Rakim Mayers| DJ Khaled,325358,52.0,465,16152
+ZXjijLJdny/t5JIuFm4xIlM+bRYKIkaHGDcfDSKfH8=,孫子涵 (Niko Sun),孫子涵,231026,3.0,465,178
Dhw/uny0/tITD3iCse/pDW29cv0bjrS4cwTGmEgaEbU=,Lady Gaga,"Lady Gaga| Paul ""DJ White Shadow"" Blair| Hugo Leclercq| Dino Zisis| Nick Monson| Sun Ra",233942,52.0,465,4816
WIoW1oEtCJuBEIPLvjc1T+wCwFwoV2CbCSbiJr0JYkI=,Rain Man,Kris Trindl| Lianna Sylvan| Mat Devine,200306,52.0,1609,10593
Wku3Pe+Pi5eRSWY41LhgdfSZd8g4DgEOJT7NpMOYEHg=,幸福的孩子愛唱歌,謝欣芷,215992,3.0,726,10725
Ny0HzjYum9lyotgPXzdRrcXhx20sFbpdSW68VRvtGfQ=,郭靜 (Claire Kuo),陳小霞,239073,3.0,465,7989
bJqEhGYo/P/ELfRg2zAcZlecDZR5bBB9pDUvcrp9peA=,麋先生 (Mixer),吳聖皓,217547,3.0,458,12108
6wiMCy8msDKhBTXIXB6JcUIXj8gsYQ63lQfASNcH2VU=,林俊傑 (JJ Lin),林俊傑,199262,3.0,465,2704
9igLc6o595LdTzMT7bpaHT9exZNJ1O0Whx9RmHS+j68=,Various Artists,李洋,268329,3.0,921,3574
X7UkC1f77hJQNd07sAXR8QOXBBOWjLccZa4LEEzgvBY=,HyunA,Jae-Woo Seo| Young Jin Son,207586,31.0,444,10834
DTf94afAHnTbuppAQu/zzoS4Swn2YT0pv3RPwqLQsY0=,Bii畢書盡+陳勢安+陳彥允+李玉璽,陳彥允,255373,3.0,465,4737
1Go5RyD7sMccxK1wSlc1R44WNCnA4jk6EhEoUxqr94Y=,Various Artists,"Stephan Moccio| Abel Tesfaye| Jason ""DaHeala"" Quenneville| Ahmad Balshe",250961,52.0,921,1016
fpG+OM/mDQkBZZmNDY0+72sPlaEHcu9o8E4bTkBzYx0=,張傑 (Chase Chang),張傑,275853,3.0,465,13523
wbzSMp3GorPkYtiXz2nQxI+nBvuLD2gyOCDwdcenQo4=,Sting,Sting,210930,52.0,2022,18570
mOoYWe02/saLzipeBtBsqO6trqCPq3frrmXbMCsf6UE=,動力火車 (Power Station),張博彥/張簡君偉,266553,3.0,465,15511
Syb6XGlgMB1tc1+Gxjutxx+kACorUtIpug5V63od/z4=,Madonna,Madonna| Stuart Price| B. Andersson| B. Ulvaeus,337737,52.0,465,9594
s3EWkUjCqvi6nazgehB3dn+KlWMYVZVKKKm0VMI0c+Q=,浪花兄弟 (The Drifters),楊瑞代,191111,3.0,458,17203
XdtisLA7a4mRgAHIqTJqlURFL9hU0jrAvH5PUg2C/Bw=,John Legend,John Stephens| Blake Mills| Greg Kurstin| Chancellor Bennett,283820,52.0,139,11003
X1YpVr3yByTAx69kn3d7vEr2nxN7Voegq98CqjkUYNU=,范逸臣,Unknown,214413,3.0,465,10800
YC5Jzkax24gInabZhuqAGzmnwUkd8NmUdCRe9VrqnAc=,Afrojack,Jared Leto|Nick van de Wall,278082,20.0,1609|359,11176
nb/EnLAZZRsgxC4PWMX5ddGEQB/0xWLZ0LFqZ2Y53BU=,Richard Clayderman,Unknown,157849,20.0,786,15869
3bDgWUrEdileBWhCACAtOcAagOUKYCf/oufWFXXjwUk=,高進,高進,263184,3.0,465,1712
KjBU50+elmPiBFJzeH4BLsTgX5Z9RlrLGhbRhQbDMTQ=,縱貫線 (SUPERBAND),Unknown,212532,3.0,465,6999
GPZfYGemW5IFBzNdXFjL6F7Eo/7xw0gP9jQDWXQ769I=,庾澄慶 (Harlem Yu),湯小康,282447,3.0,465,5637
yLXMENC2d1n/6StpbxBo1NxjvB5DamwtsOy36/yEIhE=,Various Artists,Stevie Wonder,241301,52.0,921,19111
VAEY7bXLP2YwF73vp01B9xA4yYS/gavtoznUBNtJTjI=,法蘭黛樂團 (Frandé),Unknown,243623,3.0,2022,10257
BVL+2r8BbHcAOgn0y1PkO/TBpvusTr2evqhJUBSJhD4=,梁文音 (Rachel Liang),Guang Tai Xie,266553,3.0,458,4154
lzlLHNRrlOtH0aklR4krybDwJwqBrMeF9PVpu7/LvWA=,林俊傑 (JJ Lin),JJ Lin,264568,3.0,465,15375
6TWx76bYQqIaU00mJCIEyGg3EZ3LqoTE2SobvoqeTTg=,動力火車 (Power Station),劉天健,302811,3.0,Unknown,2561
YkhSIJ4Ns+KuyfkXazq5lFWGLyAPd2urli0QZOqh8JY=,Adele,Adele Adkins| Paul Epworth,251611,52.0,465,11338
Xeo8l7SQ3oUzs1ux7uTHDxRELsXWuJ01Dt+gHaAduAM=,TaeTiSeo,Unknown,209661,31.0,444,11009
5NxH6IjQ7tVdtkxevyQvsF9oTA6A5n8kCtWQiMriECQ=,王傑 (Dave Wang),Chen Xiu Nan,309420,3.0,465,2254
4uhdOI0kcxvGluMiaWZ3hF3iAfUEwdPRCpKIsZGc9AY=,10cm,Kwon Jeong Yeol| Yun Cheol Jong,192783,31.0,465,2097
BaY7lByWItHoZxX9HEN82Lffw71fJAQobUc72J5i1JA=,Shawn Mendes,Shawn Mendes| Teddy Geiger| Scott Harris,256719,52.0,465,4182
dN4TeecaRMPM7Orip5D0ZSQqh8ErX3Vx2NywHgsSQSk=,東城衞 (D.C.W),Unknown,288078,3.0,465,12745
4+GuHzu4WMSlEDpvOcsHGc8z7H30B8M6q+dVyzS/0lI=,閃亮三姊妹,Unknown,223608,3.0,465,1822
57fNM08TAzB7OFdiMqKYBPNK96D//5/o6uZIAd/N2/U=,BANGTAN BOYS,"Devine Channel|Rap Monster|SUGA|Pdogg|""hitman""bang",206576,17.0,1259,2191
7FFxzivDxYHUKw8IfsBEWouZ7dDEK2B1G1cwTMLefrQ=,楊丞琳 (Rainie Yang),楊陽,189544,3.0,465,2794
rttlNJ00A5oJ2h6EeMjcsa9P3Y07jFXt8SpjLfWXKo0=,容祖兒 (Joey Yung),張學友,304032,24.0,465,17140
Z6ARj825KYT877LrYFWrX4UtV3GS21qsqR2koz1RBoM=,羅志祥 (Show Lo),Unknown,226580,3.0,465,11452
PYqqjMx1UaTNZdEVuuWnStMnLfGzTXINiMsVKnGHXE0=,陳昱熙,陳昱熙,260911,3.0,465,8506
E6JUxrBr8gkyEnrQqOtWwmibKatnoQryN4uuEcG872o=,頑童MJ116,Unknown,249521,3.0,465,4948
bOxpDvtflvioE/cFFEUKQqB77MBuCsAMqFgE/WtOmw4=,Michael Giacchino,Michael Giacchino,124458,52.0,921,12133
RUdH7hkoqfSJkLoerAuG72RQeVn3Nz+ICrBJ0tuEyKc=,FAKE TYPE,FAKE TYPE.,243565,17.0,437|1287,9117
E7t0AftUTqssEo1d/IE9AaRDj3uQjk4SAAd5x7mN7cw=,江美琪 (Maggie chiang),Yu Kang Wu,253701,3.0,465,4958
6/EcslDsD9gyiXy/g1glslWh44JjBdUV5/c36rGSDOE=,金莎 (Kym Kum),劉佳,299676,3.0,465,2414
O0PwBq/RptbN3mxygEvY44u3EJhDjAoXathimrQjZUw=,Kyary Pamyu Pamyu (きゃりーぱみゅぱみゅ),Unknown,230481,17.0,1609,8018
kUDBd3Q+oLC/gRTq4drmfEEnHz3H+zJU3VFNwgWfRDo=,五月天 (Mayday),阿信,185109,3.0,465,14932
7Reogb1xAK5o7P1F4sIy9ktxaTW4+TSao9nX/UmY0sM=,Ayaka (絢香),絢香,273345,17.0,465,2854
MHHJnU69FQak8OQMCOY1l3oCtJq7+pN50fASqfdDFoo=,林俊傑 (JJ Lin),林俊傑,213681,3.0,465,7477
lo/CTVoNn4aAJyteLO+X4SLJHxY5cLQiu9TatV4I0nI=,甜波蕾樂團,Unknown,210755,52.0,465,15312
RNoRN2LKhN2TxwRULtzbEPeiDKD/Jzcan96aEvMiV5A=,Various Artists,Unknown,246700,31.0,921,9087
W1D/+0M5EFHO0fWORkpC06PweYLvQ948RhSi6OooO5A=,咻比嘟嘩 (S.B.D.W),周杰倫,267555,3.0,458,10499
qisxl1Q8qzisGjRqpVU+f1VsUVKKpwN7AMssa3/00lw=,陳零九 (Nine Chen),陳零九,304112,3.0,465,16817
uxdvOIgT+H7zYUNjS2RLueOdMKIoZrAmWF0L0pGpLfQ=,Fatboy Slim,Unknown,324359,20.0,1609,18083
d2tLMIH9lXoFM/QqiZB6FZQefPnXBgnXxDAhDVXgIek=,aMEI (張惠妹),季中平,317648,3.0,465,12646
3v14ont5cg3+KtMSF2eNbu19yvqW+eW82PVY084dBrk=,陳昇 (Bobby Chen),Unknown,283794,3.0,465,1804
v0yc03m2/AnqyAbAmz2RSnMMputrbDoP5jqhmBcTUvk=,Echosmith,Unknown,220709,52.0,359,18119
gUc/SzjrOkD6E/54/0IzIL+uT0eBupkYCIhtzegcxpA=,黃品源,Unknown,260075,3.0,465,13723
vPx1YrDDpjDzrtYtJTNTEMABsg8MvtMKt3cbttBU0FM=,Hello Ga-Young,Hello Ga-Young,255233,31.0,444,18221
h7QeZiMiWQLrW9kV5/yqHbLvAiQa4ODgQuHYYdXGTtM=,Chris Brown,Unknown,229250,20.0,139,13915
AtfqasbVLTNT5wOmwCbmfMX6+A6b67cYXwd5z8AYqUA=,蕭亞軒 (Elva Hsiao),伍思凱,272370,3.0,465,3943
eWIQYinbt1h+ERSmOhRwfjRAGYuoK0p/LPYeJdOPqBM=,吳建豪 (Vanness Wu),Terry Lee| Hong Long Yu,185295,3.0,458,13113
cz20S5OgULot28Xe8UeQd4xmqsO99rU0Nu3S+O/jNbc=,Rumer,Joyce,211983,52.0,359,12619
05muHuSkrsiY7nhNBURAvCOUbJd6jhpi+lHMlP2HYa8=,LYn,Unknown,262060,31.0,444,655
bEJY4dTNVSWM9fPtWc5ZPKyEcxcM1n/DMstAcBlyV2I=,A-Lin,劉勇志,246595,3.0,465,12086
mVCOrFqAY91VkuKmTDBgelmF7YcWMKiyHCz6dC6itmM=,韋禮安 (William Wei),韋禮安,258089,3.0,465,15540
Ju74skcJsSMHo3O/WKMwqwReSFyqzaHHSl2A1hWJX90=,B.HEART,Unknown,185260,31.0,444,6748
1yEAgP9eujjKzLkpyEjLd5nDFoAu27Z4l0azhESulys=,畢書盡 (Bii),Jenny Kuo,210279,3.0,465,1201
vjNotKuRtf+FPSjg5iOvzq+8ZObHmd9HqAxsyWXmMfY=,羅大佑,Unknown,203546,3.0,465,18312
v9X4pfsi6NWTnEe7l9bPkCTW62r3OYLTzTBxSWS8R6g=,魏如萱 (Waa Wei),黃玠,287555,3.0,465,18153
ZzqtlA4o2t+JffiB1s1Gnact3hBYnL+HaF4Leu21VKE=,David Guetta,Unknown,210604,52.0,1609,11702
/HhdeOeLpKFyyaFNgbcTFyNeC01g6T+wgzY2q3KqapI=,Various Artists,Nian Xian Ma,301952,3.0,921,400
1bNTMc1sMkCEJAcObTKMaDW3TXjCHNSlX3eNEZ9lPo8=,Baek A Yeon,김원,212601,31.0,444,1102
D93ublVaUJ3nYWPbWLPJlCH1uII6gyX9wFeZYkwaDz0=,EXO," Korean Lyrics by Cho| Yun Kyoung (12.5%) Paul 'MARZ' Thompson (17%) / Noah Nwachukwu (14.32%) / Adrian McKinnon / Jeremy Tyrone Jasper / Leven Kali / Jamil ""Digi"" Chammas / Otha ‘Vakseen' Davis III (3.58%) / MZMC (0.9%)",213786,31.0,444,4641
se3N8nAHfQXVmEuHya8H00deO99bE2Bkj6IGJo8EJXI=,李榮浩,李榮浩,303020,3.0,465,17392
SCcRUHsAaZ2sP5mBo7HdEm26oQ0jYBwaVOnMdyTZM/I=,巫啟賢 (Eric Moo),Wu Qi Xian,323030,3.0,465,9346
QgBeaknjMkyIeLNNbIdaFpjhMtjlK8Eam0Q2cWjBzsE=,Fifth Harmony,Kyrre Gørvell-Dahll| Tor Hermansen| Mikkel Eriksen| Priscilla Renea| Simon Wilcox,219585,52.0,465,8842
0vi83Rqn1OhV2xwtYBwTJA6TJtj8fcmkCPLPyd9gHBY=,aMEI (張惠妹),Chen Zi Long| Lin Yi Xin,250462,3.0,465,913
eLArAhBBtNc4bMdjeGgvQ+MXEaychlRYZLbmjEiBlAA=,伍佰 & China Blue,Unknown,210546,3.0,465,13063
yrwlQZGNTqXEMhG+QkLoHKfn6dFdxkF+7VMi3l4/B4A=,Sweet Baby Mae,Unknown,253097,52.0,465,19253
EDyW82BS14i22+qM4NRDS8nu/N66SZDaoiWVWCRSRMg=,EGOIST,ryo,327006,17.0,465,4983
kfeI86athJ4prFrSEAYFyJb0Y3ejj88C2plYhu4ePKs=,Bii畢書盡+陳勢安+陳彥允+李玉璽,畢書盡+陳又齊,225175,3.0,465,14981
AcKjv7ba2x28Mm4nq4XM9QazWFLqyFn9S3L1dP14YD8=,周杰倫 (Jay Chou),周杰倫,242834,3.0,458,3858
sfGcL7bjY383quF2smko+R1pGTha4eqmq69DdfG8kiw=,安心亞 (Amber An),Groovie K\宋秉洋,232907,3.0,458,17399
Dfl1dB8uWGrKsHse2GUuGgANzTTKOLqWgFVWKcb7FgE=,五月天 (Mayday),阿信,176483,3.0,465,4804
Xf9cbG0BHDptXQbNtnFufyndHp4rrkW/3eRpSuF7j8E=,王心凌 (Cyndi Wang),張思爾,203859,3.0,465,11010
Oy1nEPE4tr6qR4Z69L6j8WDRJk6ZCLw3yG36K6RZC18=,李代沫,陳佳明,275435,3.0,465,8313
e3QIIInqvk62aQiPTWZkx22vqk6W1rbFGSiBNi12+sk=,OH MY GIRL,Unknown,210651,31.0,444,12965
XXVCGuLjU16zUCzoOZOdFdH/8QK01BXH4l5d3Np8Fg4=,謝震廷 (Eli Hsieh),謝震廷,258403,3.0,465,10970
coprqFm10XwHNG++H82THgaZ36zUb4Vr4Z7+MqLZI4A=,Maroon 5,Max Martin| Adam Levine| SAMM| Mason Levy,226440,52.0,465,12555
OhoyvhHe8RuBlA8w+WWoJAYgGtISPuYz+Dbe7y5+hOc=,韋禮安 (William Wei),韋禮安,273240,3.0,465,8224
0ksY++1jNnQvw98Bm3E8kXi5Zc5SRAbU5qICtzQtjrs=,SHINee,Unknown,182125,31.0,465,849
0PDtzAcBOjNRhb4ymDGWFiw+kPk0lEuuEvjUKVzFBBQ=,五月天 (Mayday),Unknown,261537,3.0,465,744
CoG1QXbwUf8CMVjEYjn3AhGRYY5ZewiO+zIKbuUX0to=,蛋堡 (Soft Lipa),Unknown,240326,3.0,1259,4533
ERrqr6QIGposGt55iOgBajsZCx4AGToPzaD1hAcGT78=,X Ambassadors,Noah Feldshuh| Casey Harris| Sam Harris| A. Grant| Adam Levin,193468,52.0,359,5059
bdUu0jH1GqQSXzoPyrwyqvmF8cI4FvaQYRe4PYQUGgE=,蕭敬騰 (Jam Hsiao),Unknown,237531,3.0,465,12197
CRrF13jSccFyPiWrpgDtR/QeZuFkungWwy3u6EA3YyA=,陳綺貞 (Cheer Chen),Unknown,300141,3.0,465,4440
3c+GVT6Qo+Vdvu8YYBgxUTSqA22J5W41rYsJ5yP5/z4=,寶寶水晶音樂,JOE HISAISHI,178573,20.0,786|947,1715
niDQi87cMiINL+xsxgwLUZuhW1/CDmF83BCH/ETHGtk=,家家 (JiaJia),GJ,286720,3.0,465,15907
GpLHzrvkjtZ23c12NNOMs6h9wDKNIJRd/cFZPLwXZFo=,楊宗緯 (Aska Yang),Wei Dai,263360,3.0,458,5771
6sj7QtN/gFlsIKc7zbh2YbxhAL8CWuI4YXRVYRbTEu8=,ROY KIM,Unknown,226836,31.0,465,2684
ykxG7Ry9o6ztIdYBqDFYU8fI51mqIfpJx6X6O6rHCFg=,唐禹哲 (Danson Tang),Tipsy,255686,3.0,458,19221
F1Wsxk+H5A/CjCfQQQd3BQFH2AxYvrhkL/7MASxfLng=,Various Artists,Berry Gordy Jr.| Alphonso Mizell| Fred Perren| Deke Richards| Leroy Bonner| Marshall Jones| Ralph Middlebrooks| Walter Morrison| Norman Napler| Andrew Noland| Marvin Pierce| Greg Webster| Jermaine Dupri| Joe Nicolo,76811,52.0,921,5238
u4TQZL/f+SkZ9JGYR3qnLj+f57IxZmZpbQ/LV42vYtg=,Maroon 5,Jason Evigan| Adam Levine| Sam Martin| Marcus Lomax| Jordan Johnson| Stefan Johnson,238329,52.0,465,17821
h8Tz+aLKYh4IL0t1LNled1GWQOdGIbken//RosaKFo4=,2NE1,Unknown,234422,31.0,465,13918
vEa4CjOix36ws40V8V5Nf3JEqktZkR2KGH1I2ZdaI9o=,楊丞琳 (Rainie Yang),溫亦哲,274599,3.0,458,18170
leMNqAEPBeHvO/G9fUNOZ1YjtGACF4q54cTSkSvRH7U=,John Legend,John Stephens| Blake Mills| John Ryan,210337,52.0,139,15274
wLa/4RhYHnuxk15DS9hQAwBfgAZLyReGUtDQnQOMhEA=,猛虎巧克力,Unknown,171885,3.0,2022,18486
ug27xOWQvi6NwB+Kvb88G9P57+sr1XeklfRjU9lKDVw=,Alicia Keys,Alicia Keys| Latisha Hyman| Mark Batson| Rakim Mayers| Aly Brandon| Edie Brickell| John Bush| John Houser| Kenneth Withrow| Dave Kuncio,211565,52.0,139,18004
Aii3MThPdPyOLWzGmurPCzjCAiNMyj7ILWZkjnQSdr8=,Jason Mraz,Unknown,337998,52.0,465,3897
q/0OOBNCz7IV4FLLCrivhNC75MeW1kLlCL+HofdH7d8=,陳綺貞 (Cheer Chen),陳綺貞,289437,3.0,465,16600
Fe/ieSPIiOvAf1NAPhGMpWUgKoV5CQFLKE/CLmKgW7A=,薛凱琪 (Fiona Sit),Sang Tian Jia You,286325,3.0,465,5404
wAnUAXnzWCvd0eBDjAJFoWVuvF+8GutgMDthCGR8JvA=,郭采潔 (Amber Kuo),MINDY GLEDHILL,209580,3.0,465,18441
rf5N+wZsoC1LI4nf0/DGi76A8h/P9B9o1BVBITn3oBw=,謝金晶,石國人,267360,10.0,465,17065
ks4TD4zsmITCKRz5UfSU3UPX8dmXuw28iz6Z/JamQ/A=,A-Lin,Pasi Siitonen/Will Simms/Jussi Ylikoski,228437,3.0,465,15045
BosIi/jVRmrNAsC2OlvH6wYet+yCOPFhxG5F0OlsLGc=,陳勢安 (Andrew Tan),都智文@眾匠音樂,233874,3.0,465,4263
gzcANZVOy2ISa8ztBt73kWjL8TAHcgzkVhQGPynKsvE=,楊靜,張燕清,291936,10.0,465,13864
fxhdMS1bzW3vuWClD4GBMAQIsobSzn0K0Old+cY6mrU=,戴愛玲 (Ailing Tai),劉偉德/Will,199181,3.0,458,13556
6+PPZGp1y7YLBHTlDUY/6dO1tZGXR7I20uesuKDYqIc=,Hardwell,Andreas Moe| Robbert van de Corput| Tijs Michiel Verwest| Manuel Reuter,241483,20.0,1609,2411
QgWCKLWcumFo8hbEYeXkaVsan9KEbAnK8E0sCb8TvJM=,Boyzone,Andrew Lloyd Webber、Jim Steinman,273345,52.0,465,8844
reAx/VabzUU9v6FXAw/9ynFfCVdt4HPLbgnw3EBEC0Y=,K ONE,Unknown,274274,3.0,465,17060
4u6nh5FivPr2nQU3B10UZYNC6ab3WNmWoPAVdlAbqZI=,Eric 周興哲,Eric周興哲,246282,3.0,458,2094
YL4TAUl/mo0fctdDWUIWZE3gSzpHfiX5r2zkN7YSM0A=,蔡依林 (Jolin Tsai),Hsu Zhe Pei,308268,3.0,465,11212
YYj+/vbc+MUYZvbl6iszNyihm/28uTOk8RRf/oH5GHo=,U2,Bono| The Edge| Adam Clayton| Larry Mullen,296193,52.0,465|2022,11280
i9UMPOPAIPAC/mNkammkePluSM2CM8aMM/yRJPovgdQ=,陳慧琳 (Kelly Chen),Mark Lui| Wei Wen Huang,282819,3.0,451,14190
3qYQ8lUR0zbqpUX+/YFhFYUlidXjOkMvVTRz6iLnPfg=,Green Day,Green Day,205453,52.0,359,1783
pDT9PddxiKseRGW/fcDkyMtptAUgXTzC5Dcx6Cv5siU=,Rae Sremmurd,A.Brown| Pierre Ramon Slaughter| Khalif Brown,208050,52.0,1259,16386
XQAlrWw1l96c69dLnUweD52JC47JE96CVEKpi0cwSS0=,WSTRN,Unknown,242207,52.0,139,10929
44udr+nQ/xyljAcFRZ9Xeqou/lez9U8Lu+qzk8lE29k=,江蕙 (Jody Jiang),Araki Toyohisa| Keisuke Hama,242555,10.0,465,1852
KV8oVUZtLRECPbriR2F6PUwK1zB0cd3bc+4P6rmqAac=,梁靜茹 (Fish Leong),Unknown,284421,3.0,465,6931
O9SonGwyZ4b4wMlfP411bQSucitEb38CgC6oKpidFQI=,葉啟田 (Ye Qi Tian),Unknown,197903,10.0,465,8061
/8b995cPOl+gzYjCOqY/wKOgGcFes4V6PPTzEXTdbG4=,Train,Unknown,216897,52.0,465,360
PurMQGU/MC0fuEHYjKON8WWNuxXb8H57e56FAtxL6M0=,Best Piano Classics 100,Claude Debussy,261616,20.0,958,8621
jGjSZqkOOHngX8N4Nwizm3Tz41diHR/kqTufzwBhCuM=,信樂團 (Shin Band),傅超華,284839,3.0,465,14549
srizJVlg0Ya/txj6Ug47vFFePlW0lL2BUyxIPzzcf7M=,脫拉庫 (TOLAKU),Unknown,274181,3.0,458,17460
scmH/alvMnJVjtft46jf2jeWFupLNVTkQMMUCuhou44=,Tiffany,Kwang Wook Lim| Ryan Kim| Chase| Doppio| Wkly| Yorkie| Ryou| Amanda Moseley,208422,31.0,444,17382
DzyfIdvh+mj9aHJos4f92j/fGhF7/ucKFtTt3K9xXOM=,范曉萱 (Mavis Fan),Unknown,224757,3.0,465,4912
HcWshWuCdE92NoR4skfxlOxMCUyWG5mNYVPiyi+/39I=,Katy Perry,Katy Perry| M Martin| Lukasz Gottwald| Benjamin Levin| Calvin Broadus| Bonnie McKee,233360,52.0,465,6010
9WqOFFDYg+bm6nQ8ntXzhzWMNEHe/BMn/2DGIFl05/c=,io樂團 (io),Angus / Hans,210991,3.0,465,3523
XUMn54Lf64mD9kdfuCiqS238A2TSn4c/XZ4goz+DxUU=,梁詠琪 (Gigi Leung),Unknown,172094,3.0,465,10952
9S38P51/qRTAo5zRlPBo9eI3AxaOIBknIBhsCIv6f9s=,潘瑋柏 (Will Pan),Italy Lee| Nian He Lee,187617,3.0,465,3496
XIeXDF9DFfxJNTKZmCjgXw3XfSFplJYEEaC4G84D2lw=,RADWIMPS,Yojiro Noda,178700,17.0,2022,10889
xbnUaFHZaK2JeOiUVwIvZC6dltqDJAs4I2YbGR7/Hdc=,Lee Joon Gi,Unknown,221053,31.0,921,18887
J7Ooyy6ilHPgbCzzg5kZoB3hb7Ygd5xI++5MshTrM8Q=,范瑋琪 (Christine Fan),Park Jin Young,237087,3.0,465,6500
GYwf2dUu8R/74puLMaNbp0rwSxRja2ARrkEhQ4vG0iY=,Justin Timberlake,Justin Timberlake| Danjahandz| Timbaland,314676,52.0,465,5684
d1FK4fF0W4PqfCXZcbUyzG8SKzPMcN0QswluF3jl+/g=,Boombox Cartel,Unknown,268956,52.0,1609,12637
GtbU7C2/GDSivSjLZplZ4kBY8B+5hrneBfMeTiOQPt4=,OH MY GIRL,Unknown,249626,31.0,444,5785
uB9BAkqZwiXo5HZDcaEFgjm0hdLS8LdhPqRCyfJMmDc=,王若琳 (Joanna Wang),"Coach & Sendo / SEun Jee Shim ""Eznotes"" / Joanna Wang",196858,52.0,465,17851
oE8CwVmz6+RGp0KZx+xdtjXiIdX0CefvNgUDqEH8Xkg=,繼承者們 電視原聲帶2,Unknown,247171,31.0,465,16077
iDsSET+8IsiYEonGk2E+0NShsHtPKeNsmfj+EHJrMsA=,李玉璽 (Dino Lee),李玉璽,249626,3.0,Unknown,14216
efdx77hyaS/Qa3VHzKiiTMMCwzN6i+2ELrn7Km/GoFo=,Marshmello,Unknown,259134,52.0,1609,13155
coJRyQpmuKszfTKeGQMEgupPTRtm4o1ocQhPByZ1tp8=,Various Artists,Choi Hee Jun| Hwang Seung Chan,202510,31.0,465,12554
SrvdPUT+9nGbsRmdup2aYiZHIl0/WGNPdOQK2Tzi0Rs=,GFRIEND,Unknown,66142,31.0,444,9559
UiaZkJa1fXTDzw2kKSzt8NImvpGLVNY5ZUF2WhAH2pM=,Fifth Harmony,Jonas Jeberg|Meghan Trainor|Sean Douglas,231010,52.0,465,10117
NW1mqFWxMrtEJZbWDy/jtR/JStXhzNTd43hdbHzqh6I=,Dream Girls,Tiaan Williams,232083,3.0,465,7858
ZtN44CdfPFmB812G64TlHw7TClDMWFOkk8WeHOvhxeo=,王識賢,Unknown,280450,10.0,465,11674
NpcLRUuQZHKxtfWa1sKvNAl33skswvQyEViw20SPpaE=,Various Artists,Cho Kyu-chan,168251,31.0,921,7951
fO+tZ2JjQEpeDseqm/8fKakrxUzi3UKlYJ6KNbBN2No=,Bee Gees,Unknown,220421,52.0,2022,13401
V47S1KnjTCAYLkHrl4LF1rssHxubC9wkTyQZNgqHKs8=,蕭閎仁,Unknown,297169,3.0,465,10222
fCwwXfh0GxZNHGekzDd/SvUxvbJULi5yWuOdW9tuWE4=,高以愛 (Alisa),Terry Lee| Skot Suyama,278256,3.0,465,13338
2DhFq3ZnzuduGKa31lMNa2EDS/siRnfNpVggHDQG8CQ=,GD&T.O.P,Unknown,205357,31.0,465,1292
9PqoEyiHgHrlbrpEJ9Pxoz/cqyLPQJR78zbqvmjCds0=,Rain.Dog,将生,239908,17.0,437,3481
UngjAyE+1VkuV7fg8X1rIwpYXGjqG4bQwQoz4JiPEv0=,Gym Class Heroes,Unknown,222145,52.0,359,10136
Md0YhRdk0xvnyiIXFGIFpXQQ6IaZwI93STbC1cPwhZ8=,Reply 1988 (Original Soundtrack),Unknown,210964,31.0,921,7579
sseC5L7uBqrJwAHWM5v2KAXUWk9IQmMgB13WXWjjZj4=,那英,郭頂,295288,3.0,465,17462
VVPveFwAWQoEik7R3YdcQ6BAQiEsSG4LhCB/ooB8dbQ=,Tycho,Scott Hansen,316943,52.0,1609|2107,10350
ue60dfrI1/nw4s4Dd+X1gei8mYomERc34AS91oyaeI8=,趙泳鑫 (Steelo),趙泳鑫/周禹成YC,273792,3.0,458,17985
gsB8aWvNCane4iOhUubhh8sTU5MG7gkFSx2U86AKmjU=,莫文蔚 (Karen Mok),張洪量,285884,3.0,465,13823
xTeMmWoGl0kDYByqzZCbJ4Td7oR6L/MBlEoxXTuyjPs=,五月天 (Mayday),怪獸,312528,3.0,465,18844
yHDLPJgh47Ee1UASNO2l/LyhmjZ5eEiRuMm49rbshM0=,Kimura Kaela (木村カエラ),岸田繁,263523,17.0,437,19084
+c4Cn3SI2ltAY60K/5UyxfHsiiV5S6hHxKoFieWu8jU=,Leona Lewis,Unknown,223236,52.0,465,192
3nt4hIaExkref3bTg6SeVvkCWrGtW/Hh1PrtLKdV+eg=,戴愛玲 (Ailing Tai),Keith Stuart,274285,3.0,465,1768
aE6eDZLOuqUspWhTsuSFYfX1EibVTRohQVmxA38w75w=,原來是美男 電視原聲帶,Unknown,221750,31.0,465,11783
xId73yOz/qASRzxJmEKdiu6cgIvKyguqMkSZlmrDTtg=,Gallant,Unknown,279379,52.0,139,18788
EUnS3lMaZZf3KqeV7LyhL2JQuXz4RDejrArFdSbz7jE=,Debbie Gibson,Unknown,322919,52.0,465,5073
